0,0
1,0
2,0
3,3
4,6
5,10
6,13
7,15
8,23
9,26
10,31
11,34
12,57
13,50
14,69
15,80
16,82
17,107
18,111
19,125
20,168
21,141
22,160
23,180
24,184
25,223
26,249
27,281
28,280
29,295
30,319
31,320
32,358
33,416
34,408
35,432
36,446
37,455
38,530
39,537
40,513
41,586
42,567
43,583
44,651
45,706
46,707
47,749
48,822
49,885
50,815
51,857
52,919
53,956
54,971
55,1056
56,1123
57,1119
58,1253
59,1269
60,1252
61,1242
62,1382
63,1345
64,1421
65,1577
66,1477
67,1336
68,1608
69,1675
70,1729
71,2011
72,1893
73,1817
74,1881
75,1978
76,1969
77,1995
78,2040
79,2149
80,2278
81,2198
82,2220
83,2385
84,2427
85,2521
86,2719
87,2604
88,2764
89,2835
90,2833
91,2927
92,3145
93,2978
94,3098
95,3141
96,3369
97,3209
98,3304
99,3521
