0,295.074
1,484.926
2,1247.953
3,3243.211
4,1253.653
5,2358.037
6,1316.276
7,4711.851
8,4949.204
9,3709.422
10,5419.283
11,6422.971
12,3507.591
13,4129.877
14,4848.852
15,6651.443
16,8921.914
17,9184.721
18,13159.1
19,8273.788
20,8324.028
21,6695.139
22,8202.488
23,7958.82
24,7920.442
25,9587.048
26,9714.588
27,6195.951
28,24231.858
29,8928.083
30,11131.624
31,9200.592
32,9443.757
33,11110.861
34,11605.026
35,6604.995
36,16119.196
37,10015.128
38,14668.844
39,21934.74
40,15072.791
41,16399.212
42,17399.848
43,19782.868
44,11080.922
45,18586.261
46,27672.348
47,20371.732
48,21937.541
49,19520.056
50,13865.079
51,27822.13
52,47637.197
53,25265.738
54,15481.189
55,21919.5
56,16581.393
57,13858.709
58,13355.037
59,13247.713
60,13690.646
61,13555.469
62,15029.11
63,15668.151
64,16868.411
65,19167.513
66,16434.279
67,16586.054
68,17505.12
69,19645.406
70,19928.559
71,14018.387
72,16528.616
73,16655.429
74,15816.142
75,26286.039
76,24960.333
77,17005.913
78,17407.56
79,17400.845
80,18110.844
81,17968.429
82,20232.169
83,19646.708
84,17913.909
85,17099.354
86,36503.734
87,32397.696
88,35020.345
89,33109.228
90,33409.07
91,21495.551
92,38214.346
93,40045.187
94,41198.911
95,42710.731
96,21772.03
97,22814.566
98,23365.418
99,23686.538
